"Day","Run","Prop","EmergDate"
119,"Winter",0,86.7541547299928
120,"Winter",1.38773244518457e-05,86.8981669256654
121,"Winter",2.77546489036914e-05,86.3546302519975
122,"Winter",0.000124201490722245,86.6890380884333
123,"Winter",0.0014566849459943,85.8853040328286
124,"Winter",0.000113029453388946,86.0175203198966
125,"Winter",0.00066218059319515,85.9839495602978
126,"Winter",0.000990511619130382,85.7626571336209
127,"Winter",0.00110679619957429,85.8039446320185
128,"Winter",0.000464977961208397,85.9430553724614
129,"Winter",0.00122846191841758,85.557213341676
130,"Winter",0.000353145795909214,85.3998447898435
131,"Winter",0.000706597866658589,85.6356761211854
132,"Winter",0.00100163376426777,85.356296176801
133,"Winter",0.00127772824119324,85.382534816504
134,"Winter",0.000747618381060332,85.4817439187084
135,"Winter",0.00135664493060319,85.7721768890459
136,"Winter",0.00079343462119135,86.4283731169065
137,"Winter",0.000980860042477774,86.1226294612636
138,"Winter",0.00168054244820328,85.2862134125448
139,"Winter",0.000881178261931779,85.1339969881704
140,"Winter",0.0013018348447962,84.8858973440465
141,"Winter",0.00147589698013562,85.3394142059267
142,"Winter",0.00162997336552987,86.3476067051805
143,"Winter",0.000952257124771107,86.2212791748655
144,"Winter",0.00161817517060711,86.1420242860531
145,"Winter",0.00225685833241681,85.6734595983185
146,"Winter",0.00122535850852408,85.9452001622955
147,"Winter",0.0010407938079273,85.4579429881052
148,"Winter",0.00231240126133919,85.1209597318775
149,"Winter",0.00169370957687652,84.8224395902776
150,"Winter",0.000681808266795235,84.6030839487951
151,"Winter",0.00275801600261662,84.7601787931523
152,"Winter",0.00182074370768877,85.6353268426572
153,"Winter",0.00262610541048246,85.5389500292318
154,"Winter",0.00407653212291943,85.2502757551657
155,"Winter",0.00292286556885968,84.9189198655485
156,"Winter",0.00252877883300988,85.3162175266498
157,"Winter",0.00424103348655906,85.499094413483
158,"Winter",0.00280003798855018,85.4516581106459
159,"Winter",0.00275235316110821,85.3165308434224
160,"Winter",0.00604573795382371,85.5975392225688
161,"Winter",0.00282914996208693,85.6300993082419
162,"Winter",0.00490376963008879,85.7986195525333
163,"Winter",0.00576863561435868,85.6571442884384
164,"Winter",0.00427798056451723,85.4543917442056
165,"Winter",0.00497814530334919,85.451764021709
166,"Winter",0.00920651692006284,85.6892612002468
167,"Winter",0.00651946365998663,86.178263067433
168,"Winter",0.00556338245881952,86.3385659512179
169,"Winter",0.0111914703094295,86.2714017537904
170,"Winter",0.00706211307726575,86.0661072286712
171,"Winter",0.00781241611270762,85.560941909015
172,"Winter",0.0127293861662046,85.2765255999789
173,"Winter",0.00740880311304202,85.2624143222551
174,"Winter",0.0098204812349399,85.9325634824404
175,"Winter",0.0156142782422448,85.2233195817928
176,"Winter",0.0111650039260454,84.6004935190274
177,"Winter",0.00957033834972042,84.3844823841517
178,"Winter",0.0191914138707684,83.9721390482589
179,"Winter",0.0124490971256219,83.568033475707
180,"Winter",0.0137494942222806,83.9992761827786
181,"Winter",0.0194701301282287,84.1517377949723
182,"Winter",0.0143214116624797,84.0708321832794
183,"Winter",0.0166933472814879,84.3126397759654
184,"Winter",0.0275480154815365,83.7806463403995
185,"Winter",0.0178648020351917,83.9150279244986
186,"Winter",0.0185877521011218,83.6482905852263
187,"Winter",0.0289976960094528,83.3757638252014
188,"Winter",0.01740347177194,82.9091087907891
189,"Winter",0.0197597687849022,83.0976406582088
190,"Winter",0.0279871678205871,83.1317141921157
191,"Winter",0.0193198581164145,82.9398112039073
192,"Winter",0.0195219968971269,82.7620342479794
193,"Winter",0.0304157223206263,82.5174325666234
194,"Winter",0.0183387087826954,82.1568128678981
195,"Winter",0.0201093167919855,82.3365701196853
196,"Winter",0.0294404100692902,81.7063727406827
197,"Winter",0.0182572262176372,81.7191718102091
198,"Winter",0.0204800615524249,81.8268123636255
199,"Winter",0.025916236017142,82.3180461234485
200,"Winter",0.014435661839556,82.1251644629461
201,"Winter",0.0186942999197432,81.9384312016458
202,"Winter",0.0228981759164395,82.4269732819344
203,"Winter",0.0174669197591463,82.279866985772
204,"Winter",0.0182060322331079,82.4697663935688
205,"Winter",0.0253845347722679,82.1673308405547
206,"Winter",0.01454120161583,83.1702667356051
207,"Winter",0.0157598330940762,82.9683508809519
208,"Winter",0.0188775438563271,82.4234420710036
209,"Winter",0.011863077845727,82.4780299147403
210,"Winter",0.0095349935755688,82.5765765468828
211,"Winter",0.0190050675562315,82.8695435972181
212,"Winter",0.0113188080482317,82.5282897845981
213,"Winter",0.0118972997164516,82.1106736014888
214,"Winter",0.0107678405465228,81.9122417724304
215,"Winter",0.00928349468932577,81.9444761118456
216,"Winter",0.00870968595517175,81.5215921169306
217,"Winter",0.0109289070610491,81.0092105759022
218,"Winter",0.0063926116730276,80.6554988071896
219,"Winter",0.0069673801307618,80.2908842921912
220,"Winter",0.00723112730010256,80.8515539924639
221,"Winter",0.00577170434252059,80.8552428177492
222,"Winter",0.0069001759203449,80.5835123407294
223,"Winter",0.00453289900452138,80.8750467047341
224,"Winter",0.0031701700862457,81.0924679351867
225,"Winter",0.00411737456600039,80.827286403928
226,"Winter",0.00303986889721527,81.2255972888827
227,"Winter",0.00365576199361681,81.1214204959812
228,"Winter",0.00385333018907977,80.6424179677322
229,"Winter",0.00226809319762356,80.7801142014647
230,"Winter",0.0021940953878254,81.2488830367715
231,"Winter",0.00300126701517024,81.3327251098047
232,"Winter",0.00219445954111696,81.4199748482532
233,"Winter",0.000892100318689326,81.9115290694084
234,"Winter",0.00159376995376015,81.7398193152696
235,"Winter",0.000292088378743202,81.0393435955368
236,"Winter",0.00036618442931742,80.7813935002712
237,"Winter",0.00115626029493342,80.3893536899993
238,"Winter",0.000745367671174607,80.4830612233434
239,"Winter",0.000223657676128039,80.4741357578315
240,"Winter",0.000660596738521749,80.9841171500182
241,"Winter",0.000493488356218558,80.6540118238444
242,"Winter",0.000349568436009116,80.5594701270318
243,"Winter",0.000514190916985649,80.3479285434233
244,"Winter",0.000623071760496,80.6377028295429
245,"Winter",0.000118765712625856,80.7635013238411
246,"Winter",0.000444610219061659,80.837313631107
247,"Winter",0.000114024514837029,80.7419712142352
248,"Winter",3.34403424291065e-05,80.5023332041901
249,"Winter",2.81436451649218e-05,80.2109635374882
250,"Fall",0.000546219875,79.9039975545797
250,"Winter",0,80.1750112043653
251,"Fall",3.111e-05,80.0784156994505
251,"Winter",0.000150284063905339,80.2872008010438
252,"Fall",3.111e-05,79.8386386603443
252,"Winter",0,80.1564302951502
253,"Fall",3.111e-05,79.4025896041494
253,"Winter",0,79.9547862533293
254,"Fall",3.111e-05,79.7521733243432
254,"Winter",3.34403424291065e-05,80.1833631414641
255,"Fall",3.111e-05,79.8555868564886
255,"Winter",0,80.1439706975053
256,"Fall",3.111e-05,79.4584004696376
256,"Winter",0.00010245345492048,79.5503368675754
257,"Fall",0.0001205786875,78.7234047899808
257,"Winter",0,78.9792177246243
258,"Fall",0.0001205786875,78.1901696845957
258,"Winter",3.34403424291065e-05,78.5775197504875
259,"Fall",0.0001205786875,77.9326072275408
259,"Winter",0,78.2593747733529
260,"Fall",0.0001205786875,77.6449125179067
260,"Winter",0,77.6806844010968
261,"Fall",0.0001205786875,77.3864214419573
261,"Winter",0,77.5091089461793
262,"Fall",0.0001205786875,78.1944367535153
262,"Winter",0,78.2282035863474
263,"Fall",0.0001205786875,77.7529211846442
263,"Winter",0,77.7973246715975
264,"Fall",0.0006521126875,77.6487852558603
264,"Winter",0,77.5225471431912
265,"Fall",0.0007055771875,77.4821920477689
265,"Winter",0,77.5822571563016
266,"Fall",0.0007055771875,77.047309508803
266,"Winter",0,77.2664154924886
267,"Fall",0.0007055771875,77.2243860315948
267,"Winter",0,77.3597724621445
268,"Fall",0.0007055771875,76.8844683523725
268,"Winter",0,77.0683299603235
269,"Fall",0.0007055771875,76.7726506859608
269,"Winter",0,77.2429630339376
270,"Fall",0.0007055771875,77.0049810469755
270,"Winter",0,77.3778891026217
271,"Fall",0.003101404125,76.3146127897626
271,"Winter",0,75.3464680463075
272,"Fall",0.0032123795625,76.3749994730179
273,"Fall",0.0032123795625,76.1376128299428
274,"Fall",0.0032123795625,75.9282478675026
275,"Fall",0.0032123795625,75.9964528017776
276,"Fall",0.0032123795625,75.4428729733927
277,"Fall",0.0032123795625,75.5022157191503
278,"Fall",0.0071675835,75.1355288298683
279,"Fall",0.0078797608125,75.0431164727782
280,"Fall",0.0078797608125,74.7287876188612
281,"Fall",0.0078797608125,74.1327699853105
282,"Fall",0.0078797608125,73.7472399551147
283,"Fall",0.0078797608125,73.9581550258842
284,"Fall",0.0078797608125,74.1667905855569
285,"Fall",0.0092094254375,74.2139269331491
286,"Fall",0.0104929943125,74.3061305125237
287,"Fall",0.0104929943125,74.1635899948708
288,"Fall",0.0104929943125,73.7035227644064
289,"Fall",0.0104929943125,73.2440402816681
290,"Fall",0.0104643486666667,73.1838404815724
291,"Fall",0.0104643486666667,72.9902119981889
292,"Fall",0.0157588745625,73.1378699830833
293,"Fall",0.0175562944375,72.8491332613781
294,"Fall",0.0175562944375,72.5611198988772
295,"Fall",0.0175562944375,72.4898572230937
296,"Fall",0.0175562944375,72.5981319461381
297,"Fall",0.0175562944375,72.6149887637567
298,"Fall",0.0175562944375,72.7990594741124
299,"Fall",0.0245078126875,72.8709495280097
300,"Fall",0.028940018625,73.0197208081649
301,"Fall",0.028940018625,72.8332439168924
302,"Fall",0.028940018625,72.8927312635438
303,"Fall",0.028940018625,73.0626138727546
304,"Fall",0.028940018625,72.6551848384415
305,"Fall",0.028940018625,73.1942999337267
306,"Fall",0.0285279034375,72.866745802186
307,"Fall",0.0279524139375,73.137183170506
308,"Fall",0.0279524139375,72.9734887004265
309,"Fall",0.0279524139375,72.4901044510541
310,"Fall",0.0279524139375,72.681710068113
311,"Fall",0.0279524139375,72.8760126047071
312,"Fall",0.0279524139375,72.6861900646321
313,"Fall",0.0223714775625,73.2486711900128
314,"Fall",0.0195618038125,73.3529685175816
315,"Fall",0.0195618038125,73.2512599017149
316,"Fall",0.0195618038125,73.0665274856992
317,"Fall",0.0195618038125,72.9792422112147
318,"Fall",0.0195618038125,72.9071274284056
319,"Fall",0.0195618038125,73.0209797070674
320,"Fall",0.0124405565625,73.0638839971209
321,"Fall",0.0101094788125,73.2410850302182
322,"Fall",0.0101094788125,73.8969607974274
323,"Fall",0.0101094788125,74.1068238734258
324,"Fall",0.0101094788125,74.3234510015633
325,"Fall",0.0101094788125,74.5516064012974
326,"Fall",0.0101094788125,74.6056345560556
327,"Fall",0.0079562421875,74.6694307932231
328,"Fall",0.006806902375,75.1442485196773
329,"Fall",0.006806902375,75.2128345396022
330,"Fall",0.006806902375,75.5288696725648
331,"Fall",0.006806902375,76.0756968372038
332,"Fall",0.006806902375,76.6419041403556
333,"Fall",0.006806902375,77.1446516742572
334,"Fall",0.005676084875,77.2151093224907
335,"Fall",0.0056845668125,77.5665659604325
336,"Fall",0.0056845668125,77.8366883358178
337,"Fall",0.0056845668125,78.1925981753517
338,"Fall",0.0056845668125,78.6587663091337
339,"Fall",0.0056845668125,79.1363220946017
340,"Fall",0.0056845668125,79.6215655918574
341,"Fall",0.00354735675,80.2344141543227
342,"Fall",0.0022891280625,80.9336301884537
343,"Fall",0.0022891280625,81.4142387499205
344,"Fall",0.0022891280625,82.0423172296452
345,"Fall",0.0022891280625,82.6713298767134
346,"Fall",0.0022891280625,82.717254123305
347,"Fall",0.0022891280625,82.5687695050526
348,"Fall",0.00050043075,82.4132562064478
349,"Fall",0.0009990259375,82.9935843450059
350,"Fall",0.0009990259375,83.3346667398602
351,"Fall",0.0009990259375,83.7711150323824
352,"Fall",0.0009990259375,83.9872522014373
353,"Fall",0.0009990259375,84.4340229718827
354,"Fall",0.0009990259375,85.3230634144653
355,"Fall",0.0007730795625,84.9546115121572
356,"Fall",0.000549450533333333,85.1773952663349
357,"Fall",0.000549450533333333,85.6920190818313
358,"Fall",0.000549450533333333,86.3442758838461
359,"Fall",0.000549450533333333,87.0874094892909
360,"Fall",0.000549450533333333,88.1355788528262
361,"Fall",0.000549450533333333,89.135273062885
